read_ns,eval_ns
42483734,2298663
30488133,2203606
11747860,2148876
11885191,2072520
42139957,2333625
11985363,2324246
12597783,2361445
11880565,2131079
41530428,2296057
42939285,2120745
12443019,2249368
12506478,2344861
12623848,2218313
12120147,2260171
12613642,2323229
12502370,2266468
41745268,2176584
40894981,2210312
43798016,2173978
12501540,2296357
40017604,2150529
12641214,2281996
12397893,2426603
41455121,2126597
12493701,2308249
12343737,2236091
42935510,2281843
12475587,2251830
42948891,2156736
40297820,2185778
40822694,2201301
39904201,2290019
12479003,2361492
41106743,2256110
42063672,2102978
12382195,2216779
40754200,2253481
12445804,2310523
41395696,2157054
12556647,2276554
12422428,2306417
44078005,2208421
12476290,2345193
12334963,2211176
12499421,2298638
41876118,2330233
12394958,2220001
41955129,2168206
12475688,2337846
12454399,2337594
41682301,2196431
12357023,2361450
43313860,2228540
12318381,2315421
12451312,2298211
40012427,2149426
42052654,2163557
12385604,2363680
12253360,2336351
41688358,2171302
12432222,2352109
12454342,2195792
11773629,2189908
42868170,2141826
12196022,2242559
41591682,2164962
12448866,2321562
12426032,2309774
41744905,2156578
11843289,2124889
40251742,2168748
41027516,2183576
42629993,2158165
41632469,2174007
12455967,2358301
41760962,2175198
40298177,2294847
44060406,2130200
12536605,2362054
40538264,2158189
12419970,2336414
40319498,2144584
42095045,2155029
12221202,2319767
12697715,2266927
12502607,2328747
41418869,2155636
12475140,2272969
43322796,2163123
40639023,2206245
40623884,2145763
12452003,2336757
41154144,2143876
12558134,2232548
42924711,2116198
41189572,2301069
43163472,2286203
12454827,2333625
12527687,2331530
41650827,2153230
12253865,2357864
42740310,2219779
12492382,2204915
42223287,2177452
40968374,2233050
41336267,2162707
41364232,2296933
12524281,2301413
43287003,2156372
12506476,2323637
40832044,2292853
12407340,2333937
41581718,2117487
41420552,2167072
12468434,2288720
43987180,2104587
12398413,2335766
11654261,2116935
40829478,2179311
12595922,2313597
12476684,2210818
12504581,2304807
41900333,2159431
12572113,2259487
40919495,2177781
41635809,2171649
12469692,2221249
11607486,2133900
42696036,2162502
41019513,2253217
41735057,2176679
41446702,2161450
12606648,2278503
11839397,2209192
40730281,2200595
42183208,2176942
12545674,2341929
12079616,2369662
11844151,2229327
42169233,2286891
41381815,2150281
40814126,2252258
12546496,2350943
12452040,2265076
42522013,2158958
12496679,2323854
41276586,2154224
12266839,2287150
40568925,2291333
40919844,2128289
42072776,2160964
12212428,2267673
12811469,2382636
41565733,2129808
12401007,2284631
41830049,2266282
41927495,2176289
12425333,2334259
40846267,2229356
42211029,2123745
12493603,2391942
11565933,2181339
42048897,2219329
41430173,2163914
12420665,2329618
41746500,2205605
43332034,2172411
12541951,2249285
42160442,2175922
40949698,2164927
12518791,2242911
12490232,2284927
40725990,2145659
43519256,2142854
12301096,2297968
11952041,2175906
40330874,2151755
12368101,2331115
41411181,2175917
40884974,2266288
41482434,2231990
12223224,2370403
11792304,2123140
43200888,2139271
12236768,2212997
12089651,2230947
40204228,2175516
12601068,2228109
12348173,2298205
12087850,2207582
12422789,2235524
41470990,2156908
41102635,2152239
40793173,2148943
12377411,2363634
12423338,2260782
43453416,2283744
42302311,2315287
42370500,2268126
44811850,2128978
41824173,2285292
40787232,2319590
12398949,2383997
41154304,2146007
43203055,2148811
12192687,2267392
12467431,2353953
11773001,2159696
42613610,2256341
12548968,2328990
12326527,2259258
41105382,2151246
41789333,2116361
12106250,2302583
40437435,2129901
43183022,2168822
41629478,2144719
12526482,2267413
12152536,2221087
12283761,2341380
12217061,2177391
12544424,2371075
12363584,2216263
12549412,2363238
41789893,2316413
12203587,2231453
40895267,2146635
43421298,2213098
41239468,2158882
12649430,2203073
40783522,2154311
12198132,2285728
12222072,2182515
12333197,2365218
12510236,2250093
12419442,2358228
11754316,2042926
12023067,2305533
42656488,2181214
43514493,2290829
12255584,2370557
11749977,2164114
41223231,2153130
11928940,2165026
40989469,2178078
41974956,2171137
44237577,2141766
12478070,2335713
12577237,2244844
41564419,2142591
12528179,2359510
40483349,2188740
12367323,2388622
42400243,2171884
43541552,2150718
41407092,2271707
12579558,2366811
11819576,2097488
12133147,2226938
41268983,2142066
41198834,2187018
12407078,2357740
42734630,2125786
41428789,2168273
40946442,2258155
12533190,2335132
12501226,2245222
41586679,2230312
12443536,2360770
12194445,2197820
12687577,2353628
42210792,2175083
12386061,2318151
12481329,2323657
11849600,2238574
43310120,2241903
12471812,2251304
12537791,2359477
42803428,2276439
12233333,2321666
12559657,2267337
42060470,2252876
41743962,2273746
12476122,2383138
43932072,2179748
11968159,2154062
12816044,2288371
41037782,2286390
12413748,2357866
12483209,2290384
41223696,2162513
42082237,2272807
43553693,2173746
12550753,2342429
12518230,2301942
41942942,2190489
40624936,2141093
12591523,2215920
40966168,2134313
12439019,2324091
43148259,2136103
12501397,2208983
11712210,2102096
41232434,2144202
12468570,2314096
12380736,2225047
11707729,2100969
41683078,2285892
40019157,2184360
41547916,2267035
41817825,2138563
12007937,2323426
41406584,2180954
12454698,2411320
12566027,2242564
40704417,2187209
41853928,2257250
42052769,2084779
41239356,2152323
12468798,2290197
41810731,2134557
41998021,2140863
40847255,2282357
43146438,2157137
41402155,2153065
12554197,2334805
12563193,2369394
12463971,2255968
41196674,2263936
12499736,2387638
12530781,2348586
41574036,2148273
42553021,2154697
12539563,2262572
12189971,2249623
12063045,2230285
12576778,2315776
12539793,2387136
41828154,2146354
43089590,2237868
12572004,2354699
41278808,2142980
12403826,2380936
12439292,2224652
12431655,2346184
40942466,2326300
41880345,2156241
12646183,2284050
41553132,2167788
12419064,2335941
43931784,2168779
40398064,2136141
42642737,2272460
12340916,2237657
41793748,2258142
12096127,2279751
12830522,2251422
42723489,2174842
12087158,2346893
12321020,2362688
12169875,2278740
12493270,2339830
12401754,2314240
41719514,2307083
41663980,2167574
41597760,2150518
40903703,2179070
12449758,2319575
12484707,2350850
42125195,2137284
40419466,2164477
12421508,2325454
40736627,2184916
12497564,2351589
12522238,2215727
12409390,2331867
12059311,2208129
41007004,2148631
12260695,2324025
44708745,2175902
42591089,2231535
41870259,2287503
12540167,2362354
42649103,2301650
12219198,2285926
12842037,2264582
12367887,2269151
11561944,2080620
11257821,1943583
11912999,2185285
12498870,2296980
12480759,2390509
42848761,2155178
12128923,2346662
12320419,2346975
41877398,2165288
12360640,2315407
41127329,2227315
40680099,2280472
43146443,2162963
43527635,2297894
12424404,2390279
12492664,2199502
40892468,2195719
42537707,2302723
12493237,2359821
41184772,2157252
12514261,2325506
42739134,2158749
12091566,2335152
12469282,2263023
41342316,2289552
12530119,2355263
42291673,2288552
42346629,2292512
43189931,2159320
12247199,2212662
40955051,2166027
10896504,2184491
11058219,2170031
10486779,2077135
10242767,2067866
10233946,2077419
11044394,2261284
11188636,2304531
12563729,2354117
12507454,2220138
11046536,2319119
12510091,2307098
10691183,2230320
12528338,2356559
11051824,2295564
10994932,2332418
10786905,2235740
10378550,2072718
12476134,2367580
12525615,2248289
10953975,2311925
12490247,2305676
12395647,2316781
12168391,2273577
10909916,2325585
10633557,2149302
11148971,2317445
11043276,2221908
12434819,2311403
12490989,2230314
12456373,2282038
12458802,2396390
10954556,2301418
10521089,2205981
10889814,2248087
10379536,2057882
12500939,2353108
12477877,2288879
10873435,2312002
10589391,2082777
12452136,2321426
10875562,2326684
11922992,2194557
10962730,2294583
12485137,2200102
10590378,2161536
12412254,2378229
11096290,2298552
10882090,2279420
10735195,2194235
10935883,2205249
12399751,2412312
10538994,2206707
12597280,2251216
11726544,2167845
11016050,2316082
12379639,2321171
11744838,2122358
10826825,2321840
10536187,2105860
11138484,2293338
12506175,2369585
11051979,2322798
10565920,2232898
12513649,2273938
11049003,2331339
12099068,2247958
12498873,2367182
11792351,2157344
11078619,2288969
11894950,2139402
12294370,2327673
10887069,2321592
12382215,2346515
12438540,2270836
11171053,2328491
12350300,2314503
11693442,2107935
12369430,2240181
12123404,2244005
11774267,2093102
11063400,2358515
11163356,2278425
12436047,2370795
12479603,2287896
12048517,2155821
12327130,2226058
12398245,2245640
12505983,2229119
12514702,2360396
12491370,2333561
12471256,2338966
12468494,2359974
11062997,2346309
12468751,2247879
10977548,2343094
12430064,2300457
12339386,2273974
10977640,2299616
10873182,2322460
12549320,2378239
10962345,2318304
11805495,2202263
12140697,2203554
11019651,2316305
11212485,2092905
11039069,2334340
11034520,2285986
12062848,2350077
10591822,2199708
11848530,2228406
12069751,2356062
10870886,2203417
11164284,2359764
12443246,2228767
11680674,2127804
11211813,1982854
11125901,2290798
12425486,2344634
12460093,2302063
10556111,1801873
10957798,2326417
12041513,2359009
10947990,2333799
11069698,2321040
12060008,2383248
12298202,2273498
11842274,2219373
11669986,2135147
11142866,2314751
11935028,2308745
11104617,2338376
11004236,2362567
11072870,2327884
12362411,2379395
11057851,2309980
12479260,2240365
10863013,2327997
11053534,2335482
12320094,2282097
10909611,2325558
12366270,2354199
10527885,2189494
12441045,2197006
12299519,2287314
11768765,2107416
10935744,2305647
12531513,2337538
12411115,2346686
12400568,2290926
10985533,2320633
10516493,2154942
10811185,2320659
11075905,2189996
12369406,2347930
11718657,2105044
11122266,2309355
10921914,2206602
10596784,2207847
12266146,2242622
12833817,2357567
11121451,2273954
12512653,2347809
10591895,2193762
11034935,2348435
10603712,2243878
11031937,2250260
10946097,2295964
12356115,2362307
11083187,2291114
12395597,2349610
10984843,2341827
10985806,2351274
11063585,2289634
10788227,2156073
10946923,2328371
10353793,2092461
12439824,2381931
12548601,2259537
10684676,2325819
10974426,2349756
11232947,2349797
12430088,2207290
12457646,2328716
10893362,2332398
11624057,2126681
11103133,2303578
11731534,2068961
12471949,2357716
10938482,2328275
12396896,2287230
10916793,2326066
12425870,2345160
10579385,2199976
12520566,2208238
11062526,2318788
12412876,2315988
11171919,2369210
10795019,2317615
12203593,2338931
10542884,2192325
11779902,2190257
10947383,2324469
12457596,2339592
10536464,2181426
12544313,2201766
12471697,2357493
12412596,2348300
10899948,2333564
10981137,2303267
10635929,2253012
12430124,2355721
12443814,2314414
12524112,2355370
12466618,2274439
12421812,2271044
12401004,2210358
10975916,2326845
10547992,2128688
10199127,2096722
11031975,2324008
11141135,2303388
12482418,2240603
10394326,2114799
10586088,2119250
10299490,2086363
11004578,2253281
12463498,2342297
11044012,2286439
12490727,2315471
10920991,2354988
12481294,2233037
11596372,2103023
12420481,2286873
12362947,2357669
11228168,2293211
10487597,2096863
11016832,2218884
10287428,2009575
11824486,2202471
12691599,2312251
10885541,2347818
10980371,2234602
10605603,2222346
12220665,2324334
12397961,2219915
11074236,2300047
12519661,2320872
10968457,2328750
12068560,2324549
12464567,2256920
12442531,2373654
11040610,2304368
12380404,2378470
12409915,2310202
12099406,2231322
11065733,2314933
11184098,2327713
12088317,2273115
11925666,2067600
11148307,2291251
12419920,2334927
10446137,2108371
10089367,1926873
11098218,2205743
12489999,2285957
11080201,2304868
12366227,2363169
11089634,2299634
11127265,2271546
10581460,2114173
12462736,2358621
10405692,2118773
11166766,2330254
10713214,2218018
11980881,2303776
12393085,2217303
11017290,1937627
10885281,2331162
12428878,2360208
10522571,2076203
11055408,1929992
10640811,2158859
11134769,2316950
12506248,2362725
11790548,2143190
11119473,2306036
12527912,2242097
11131210,2351815
12501866,2254132
11153102,2314665
12096307,2244302
10845032,2330998
12427053,2329531
10743939,2215507
11218889,2330317
12452498,2347505
12355540,2284384
12089469,2242616
11115948,2369551
11205627,2304546
11033388,2307441
12493340,2371593
12198646,2210353
11070321,2345630
12423571,2382908
12434101,2313843
11104879,2330186
10679033,2205115
10541951,2106491
11228503,2297084
12411623,2333441
11743956,2162936
11473995,2077241
10843288,2321278
10978353,1979696
11264794,2364445
11169172,2343522
12310765,2272289
12431003,2339213
11758547,2112124
10904141,2340935
12788794,2336707
11119436,2311861
11117505,2332652
12533772,2327632
11689242,2134600
10973496,2317769
11115286,2284984
10322229,1987669
12110939,2317938
11070675,2309917
12324966,2306315
11244609,2306413
12531088,2379555
11147093,2328900
12462589,2270891
10677329,2205791
12569945,2371460
11168566,2321580
11060190,2242959
12487593,2384066
11157176,2300381
12491800,2323497
10731219,2193336
10949296,2220920
10460363,2108807
11777591,2149584
10980411,2318364
10871990,2229234
10601234,2095853
10293798,2046587
12458024,2366892
11153323,2308500
10912352,2339706
12096960,2314475
12767846,2279949
12275925,2363703
11168775,2296567
12386485,2369605
10981764,2333207
11101285,2318948
10704363,2110341
12332324,2360045
12422499,2301825
10988978,2305817
10687153,2141206
12194739,2397816
12610888,2222060
11814095,2137500
11176972,2301565
11117568,2295851
12375409,2370069
10722763,2222326
11126152,2334225
12248683,2230785
12491797,2360992
11048268,2321766
10990857,2342483
11040622,2194935
12443154,2296201
10625071,2203973
12462323,2367526
12515378,2245766
11061561,2310094
10629451,2077920
11230086,2391856
10990768,2237336
10531242,2123853
12169253,2330070
12426070,2253736
10799625,2231992
11252842,2203858
10702799,2212525
12189495,2299057
12459147,2382111
11279833,2285795
12496309,2310592
11075575,2318595
12489913,2198898
11187122,2335121
11057475,2169830
12495936,2230672
10624026,2198628
10308235,2009437
11103775,2305676
12454847,2252912
11942024,2171396
12460491,2265936
11733386,2110730
11160482,2338259
10682521,2193344
12423839,2360075
12119624,2273207
12736253,2344972
12425779,2302291
11015534,2307554
10977746,2337337
12444566,2290692
10817262,2312908
12502148,2319983
12364327,2353306
12310991,2314473
11596289,2117138
11107810,2336762
11025726,2328044
11125281,2334009
10680824,2237949
12314843,2358497
12494549,2225694
12389031,2320720
12376371,2344424
12414926,2270077
11781459,2181928
10784625,2351364
12202144,2248667
12028036,2148737
11476046,2103241
12209817,2261647
11097820,2340517
11148483,2236747
12534352,2227733
11061506,2330543
11005370,2370066
10520635,2087007
10366491,2102534
10108074,2051972
11989754,2214450
9776809,1952199
9827743,1953890
12835116,2274181
12566404,2313363
11102966,2288236
12440800,2361115
10709443,2190600
12489409,2228435
11171115,2335746
12134086,2264261
10545595,2354398
10841051,2309209
10956401,2048582
10426930,2043457
10969135,2297638
11016871,2351233
12544113,2242462
11091067,2300070
12406557,2311467
12404392,2361285
10958393,2304297
11060823,2293335
10557019,2096685
11410997,2209973
12458260,2383643
10254577,2047419
12471836,2274283
10761064,2157598
12408956,2351411
12381567,2365572
11807087,2174495
11151563,2268195
11125290,2258210
12487403,2345586
12459146,2239049
12221700,2322141
11122222,2284290
11039355,2281210
10537998,2227394
12471908,2313219
12294690,2355928
12362589,2314722
11352115,2316422
12440122,2338119
11040873,2321578
11987924,2114664
12494622,2301351
12404564,2325341
11100533,2344581
11702050,2129871
10886529,1835013
11074946,1880656
10510242,1798888
10882146,2332482
10627492,2159354
12473859,2347214
11058839,2329101
12498640,2234979
10356885,2092927
10804572,2281702
12338151,2310660
10848004,2335983
10988670,2324526
12547360,2361540
10806474,2333594
10936361,2352867
12530021,2335698
12007533,2132856
10954050,2303662
11137813,2173608
12510051,2256919
12414263,2385466
12053017,2222762
12389119,2334795
11589190,2114604
11010188,2334459
11099230,2303859
10701540,2215931
10322288,2119921
11067625,2323736
11061346,2191228
12461206,2307605
12397549,2290768
10888250,2340641
11005850,2331505
12275773,2299973
11093469,2375171
12372109,2310523
11133342,2247009
12376120,2312420
11045137,2370945
12109431,2289427
11021037,2331920
12403025,2269794
10971773,2327510
11014257,2222128
12177209,2348136
12494904,2358865
11006045,2333113
11098672,2284608
12368041,2343708
12439099,2307702
12448185,2363143
11089013,2346432
10740689,2228229
10968709,2322106
11058492,2351047
10953259,2209936
12489103,2331151
12532279,2362729
12494738,2296796
10808224,2280873
11006783,2206261
11039399,2329311
12516710,2256467
12405011,2357106
11149071,2289644
10908462,2349088
10623000,2152740
10326490,2124064
11071109,2340384
12458233,2337464
10964448,2306442
12465871,2348761
11059140,2309361
12440155,2390786
12482907,2297744
11049000,2310000
12556050,2354894
12433212,2215359
12116730,2231922
11772504,2175942
10995606,2320261
10524466,2108774
12707314,2297936
12380849,2242695
11082012,2335345
11051736,2277055
12380624,2361268
11152793,2370106
11112008,2305006
10865360,2340922
10952987,2365828
12464007,2355428
12254004,2387716
10999176,2324358
12437185,2299492
10424985,2236343
12395907,2399284
11081324,2317677
10984950,2314625
12471587,2377046
12438361,2237535
12501555,2337418
11024405,2369170
11024613,2202340
12494547,2336263
11754963,2140459
10973734,2374750
10518933,2192725
11012612,2209017
12554914,2242732
10999813,2336484
11014880,2318928
11033716,2323469
11084257,2324001
11032683,2243792
10736861,2125795
12394076,2350259
12451197,2353298
11044621,2322280
11131422,2339618
12444414,2243841
11099507,2339475
10795685,2235910
12557793,2241252
12594001,2308923
11042797,2316801
12427137,2332512
11784910,2121787
12429446,2336424
12454245,2301031
12489046,2260642
11145017,2281522
10663497,2111775
10840388,2283668
12295517,2377965
12488003,2251513
12076822,2216584
11456911,2033466
10764491,1901383
10931374,2301894
10960940,2234814
12258971,2348340
11028638,2292401
12001705,2379145
12451643,2294939
12147887,2208891
12450640,2277992
10789329,2339409
10943523,2325137
12226204,2354351
11136193,2298880
10945198,2367108
11098397,2179557
12443916,2282890
10902141,2366172
12366470,2317215
12176425,2320239
12785918,2304468
10814436,2357452
12418846,2373952
11100557,2298826
12351504,2384922
10897051,2202060
12087849,2192700
12388680,2346395
11132344,2367750
11062355,2287419
10943574,2211201
10946272,2344875
12146437,2348477
12335949,2353763
11088528,2318237
11051335,2300184
12294687,2216871
12400106,2227493
11088902,2304394
12452455,2353857
11128695,2352870
11735831,2084293
11016059,2327109
12087834,2238015
10787494,2232526
12488980,2248467
11852800,2226665
11085154,2341521
10345277,2057213
10943549,2370640
12542509,2384468
9759588,1907209
12505531,2297538
11159980,2374032
12457260,2339392
11706366,2178086
11546823,2141308
11207483,2352307
12151506,2147152
12236292,2368863
11005930,2318609
10985656,2255259
10574745,2140782
12392777,2362534
10009680,2078268
10950327,2246381
11209633,2327368
11083215,2312095
12112923,2312333
10986548,2181029
11025768,2215836
11109454,2328573
12489324,2322952
12472777,2307273
12394906,2366831
11213809,2352564
11086743,2387584
12158538,2298607
11100199,2354763
10533473,2100930
12637854,2352590
12439503,2298283
10937082,2353045
11140089,2203744
10817835,2229168
10860137,2091926
10980391,2198431
10486446,2108010
11028148,2335477
12247081,2193794
12580074,2352024
11810082,2167459
11180434,2334925
10956971,2226104
12468522,2291576
12100870,2114065
11146289,2339285
11231006,2317850
10831118,2355340
12214330,2363106
11165490,2340394
11103404,2300082
12650914,2351916
11053403,2374988
10583174,2196801
10918294,2206196
12408029,2360633
11072549,2358150
11840091,2177515
11188466,2335148
10944483,2240991
10999590,2360596
10715582,2234226
10673565,2218651
12590516,2238754
11020383,2351096
11081466,2297320
11008184,2372765
12523741,2351631
11156065,2335067
12458039,2251876
10912245,2337865
10925727,2367556
10731822,2124003
12490213,2310909
10933076,2302205
12521782,2340768
12491051,2266304
11067618,2339037
12483994,2271491
12502986,2333095
11018418,2291574
11049042,2243551
10952088,2256298
10905887,2168318
11110778,2326698
12435663,2238436
10962228,2356741
10566741,2123159
