read_ns,eval_ns
73594460,13883397
74432415,15260129
68555241,16936090
65045544,13277932
73409947,15942577
71159053,13265770
66191875,14055738
64742022,14612182
64039972,16065875
64739127,14499958
64511739,14570841
64301442,11887392
63138082,14496150
64391053,13697512
65937995,15160833
62790153,14484737
66931155,14222453
65533218,14353587
66593012,14733695
64115029,14405989
67162615,14611478
65052043,15820835
61957335,15248415
61903910,12423146
62575283,16544130
64510700,13311845
67188539,14469222
64967476,13936745
66627570,15352984
65773134,15852870
66522924,15193684
65815479,12589653
62551112,13769686
64015098,12215285
64986086,14590241
63590222,13642039
66438880,15280146
65616548,14950562
66791288,14499789
65402014,15033457
63872809,15802735
62235347,14810146
64137613,18038652
64611062,13587601
67460823,15387296
65486275,14484311
66412515,14534416
65631578,15068739
67817954,15877001
64812937,14398497
66300277,14127271
64870550,10903865
61979933,14839812
63859816,14199708
73082398,14670579
70872566,14581470
64899751,17092445
63106378,13677780
66175623,16289065
64461550,14457748
69140124,15310458
67281080,14169201
68017479,14516549
63937014,15093987
67648339,14568709
65121323,15954115
69777706,14588674
67795626,14376511
66014059,15905003
63246552,14922856
72908361,16147332
68500229,15411679
61881987,14413791
62259918,12109798
63134886,14966552
64505363,14730220
64698921,14510312
62358088,11546449
58964743,14262069
61049732,14187879
67216913,15345772
65440379,14171371
68902761,15383989
66091545,14181216
67206184,15298518
65194350,15072907
68809940,15226561
67190090,14995767
69173669,15006525
68297497,14938489
64972736,15193331
61569455,14490167
66880020,15555051
65284158,14005328
66686924,15346499
61185593,14392471
69975155,13250232
69216820,15760933
69509205,15445188
67384640,15151110
66013788,14231185
63490789,14582390
70658970,14916207
67688190,15239058
68430125,13742444
66077788,14186573
68602591,15210311
66470148,14247414
65117311,14423529
63256188,11905851
64612655,15483846
64673004,15080157
66237816,15814318
63677597,14303558
68781684,15164263
67408957,13633202
65453870,14351873
64481640,12274913
66651378,15183721
67108468,15249984
69209766,15136386
67797463,14926540
67445502,14433934
65341789,14257183
68759225,14849786
66443987,15027361
67841797,15320113
62636137,14279846
65321813,15123806
64936974,14877924
64303358,15347798
63375440,10853462
63922189,14268880
65417752,14502438
68393182,15427770
64938787,14912419
68662177,15467500
67745840,15990517
66311166,15316289
64879693,14019520
68400721,14771210
66939331,13393330
69671487,14183197
67522180,14304585
68473569,14953416
64166664,14947885
66595740,14709622
63794685,14064482
67958548,15413913
66120783,14736538
66188905,14953260
66200690,14497244
67454830,14859698
63342792,14969066
59922772,14830260
60738981,12659501
62539144,15476895
63920575,16906803
67514251,15380111
64566764,14846216
67369585,15216835
65497611,19061528
70573680,15233753
66764604,14287628
68469144,19965181
67197480,16252763
66764182,15089699
67664262,12229655
65515129,14854063
66144677,15192750
66897875,15674209
64321240,15161277
68597863,15174232
67469014,18641430
69344109,15655919
69328860,14818968
67533002,14417732
66740052,14230909
65278115,14324773
65252703,12719127
69427047,16110096
68839701,14036461
58391412,15620100
58332674,14326042
67375343,15294955
66374669,14907745
66318879,14909921
63712722,14323991
72541551,14525581
70067712,14964637
65802928,15168021
63963888,14174028
68264881,15379700
66397803,14872669
57407577,15395002
57003195,12985476
64306470,14222110
65022281,14468251
66948361,14846105
65461677,14898466
66602297,15763889
66544479,14990967
67484342,14985087
64998493,14439476
66615104,14610484
65682594,14899346
69769387,14411448
67420739,14118914
63257848,15420232
63713804,14936753
67754534,15839120
66378355,15256554
66920358,15538779
64231528,14254951
67378977,15738099
67658658,14075904
69044920,15927388
66768952,14264912
67508180,14799350
65782848,14027839
67588157,14663954
65841682,13402307
70137567,15165564
67034296,13875815
65788551,15191565
64805685,13013902
66354851,15935378
64534031,13818467
66313230,14380251
64886406,11786672
63394061,15273642
64367173,15601236
69625385,15500115
66719599,15301154
64648102,14544868
63726102,11303214
56606571,14459014
60757969,15169199
71256975,15502633
68043974,15078995
65096833,16245113
65303988,15732044
65667638,15146492
63081042,14031620
66159403,15174344
65748805,12353136
63096174,15210800
64198921,14294090
67381127,16179843
63897299,13456142
66337012,14949054
64883708,14961322
62139467,14960887
62991600,12403580
64418012,15195105
64006170,13683722
45998792,14757760
39962348,14229132
47278193,10448652
47323566,14387996
50607929,13155313
52203955,14159692
44539176,11753680
63534001,15174202
65217840,15014409
64660267,15181259
61195279,14779507
67178826,15206450
64337935,13415473
70116437,14294489
67785935,13813654
69330771,13930312
68116215,15129642
65576724,14393920
64435510,12595104
62186819,14453335
63727832,13812581
65861224,15256676
64967409,13998277
62350227,14937311
60987785,14329927
70244050,15735558
