read_ns,eval_ns
38699175,15019749
36521605,14341454
36349960,15564616
43609871,15029681
43775580,14990711
43714519,15361919
35068585,15568870
43702925,15005115
39380743,15197482
41234266,14584056
38378466,15331898
44287683,14830793
43323379,14920714
35310962,14618077
43635532,14847618
43063073,14970877
43215054,14574016
43618811,14983318
35491320,14667473
39601837,15627272
37515534,14100097
38982537,14611056
37136494,14400988
43643357,14662584
42225465,15068356
44578959,15500987
35958867,14984056
43736930,15055208
40441117,13922359
35849716,15277933
42670469,14863328
38072639,14755402
39541293,13763392
44107515,14649623
42445644,15593941
35952903,14798446
37939465,15198504
44339673,14712742
38047776,14648183
43845478,14984680
43922128,14829082
38411561,14638621
43755353,14664200
36113298,14882822
44072024,14685938
38462244,14248165
36486517,15347650
35430507,14770056
41594679,14781993
40368994,14800234
38744849,14714053
44000260,14854136
40995548,14017317
44323987,15435082
44064470,14744052
40054376,14737477
35181302,14550744
40246614,14465712
45009872,15264558
43389152,14470704
38960066,14523093
34952878,14610034
43381722,14793404
38480004,14256575
44777171,15181643
43021680,14893590
41882840,14376264
43609990,14707784
44106912,14494576
43616673,14651209
43347826,14979464
43642604,15451765
36456814,14464387
43489889,15044213
43769809,14806313
43579535,14815248
41434921,14860318
43424198,14554832
46287125,14641595
36839709,14444998
44775292,14692197
36912173,14462111
43197021,14569389
38141428,14186326
40190244,14804018
43799722,14829285
39786239,14865182
36177690,14605542
34975961,14850925
44232936,14652773
37537534,15044009
43919101,14699230
43844022,15047067
43268716,14615290
38868218,14477783
36862483,14748893
38724201,14641685
42615571,14512367
43294656,14837221
34776964,15074431
43425255,14794441
43650169,14721358
44159204,14733136
36872386,13966317
44216276,14859923
45550364,14889356
36452959,14637545
39565115,14983382
37292952,14100996
40027923,14360318
38740861,15323545
44994937,14520232
43353510,14688040
43928872,14444715
43620157,15135489
44164776,14610512
43618083,14741046
45536146,14758160
44597642,14632346
34817681,14094229
42414404,14489719
40324919,14759830
44041788,14663570
35287059,14877190
41253351,14728490
36166357,14420679
43507286,14614216
38411543,14864407
42686457,14661308
35471378,15308585
44504004,14646400
35745389,14833916
44488330,14388971
43210534,14870672
35938503,14133372
43017442,14667657
44587778,14707536
43780818,14860326
43408775,14631388
37731710,14813086
36196211,14766023
43370550,14814412
44618783,14723433
43442535,14484113
40493100,14863160
43535271,14823609
43954557,14650671
36147371,13543725
35997360,14395625
44158173,15195387
41979061,14681148
40178657,15086805
38753166,14721925
43553583,15615085
34798394,14534107
35316197,15075766
42055871,15355859
42488942,14626238
44334496,15287731
38362741,15429005
35248187,14916520
43296962,14635640
39481369,14582721
44387752,14805505
36441368,14494064
44398149,14785979
40104221,14741041
41209089,14006328
44153820,14700162
34381803,14046313
36568354,14721252
34996586,14490205
37169968,14550196
43805839,14803022
36425111,14193176
35127025,14679555
40161209,14369185
37032451,15691758
37692783,15069432
43892769,15291024
42412979,14732424
44438490,14886895
45033028,15488283
43764652,15092740
43969422,14653278
35497545,14751030
42414877,15472392
40802055,14818547
37856264,14840284
44577471,14628690
45439464,14612351
45199687,14676326
43904843,14716188
44740179,14831886
43788005,14619070
34544153,15811406
41653597,13804924
38399005,14375111
43445063,15045114
36339626,14809539
44008881,14752787
44162186,14633764
34964662,15562276
43680582,15600886
43022058,14752304
35792033,14130390
36213231,14787797
44180520,14844307
44133507,14802174
43623840,14735570
34574722,14720927
44076941,14735770
36111083,15245099
44036516,15360381
35312184,15170708
44206192,14583890
44421602,14604506
38521357,14660733
43791180,14676929
39718289,14986684
44373208,15440940
43784851,14796713
34689556,14913700
43751729,14842533
39101116,14609266
39407555,14743428
36438886,15193522
43135218,14603265
40525212,14724359
43324094,16011321
43885260,14808400
34551324,14220100
43286996,14584203
34601327,14294694
43097617,14989140
43902923,14473350
39189535,14213673
43847717,15431020
37148166,14498503
35838794,15529240
43673712,14613738
38819351,14564748
35521346,14284882
44207619,14640494
35649011,14776465
38996979,14488067
43172076,14663883
43888823,15214089
35134920,14696108
35074570,14175379
43258594,15079317
43831067,15374565
36409216,14770467
45179582,14585277
38575520,14613285
38516911,14765196
36016220,15380022
32825338,14058722
37295034,15388037
43480305,14662050
44367897,15344391
34489976,14234399
44198328,14745304
37499659,14421004
39235518,14326665
44969654,14757068
35101212,15237838
44256324,14750844
40737744,14448329
34971080,13473060
45507866,14558562
43489231,14666031
44002786,14818649
35592981,14845040
45173396,14848726
42399798,14567679
36177200,14680366
43907720,15675443
43749175,14819567
39437042,14735117
36677122,14847923
42746082,15250610
44453097,15066001
36890250,14780673
44255623,14732647
43766065,14635020
43141553,14648420
35983091,14173871
39230834,15120447
43184301,15203920
43716722,14552648
43551539,14770631
40192587,15493524
45041996,14747340
36090450,15045667
44092417,15418786
44181118,14861570
38482727,15748595
38918681,13976577
36942869,13394211
42307310,15284735
42376630,15278260
43451900,14663045
37035544,15520744
44913512,13945952
41816001,14626486
38676485,14023621
44077665,14817457
42349619,14589073
43353249,14571719
36339943,14373602
44995099,15149439
41654794,16070272
35015535,14768779
45061910,14600996
34622263,14011674
45306669,14588605
35399691,14744877
37091478,13721386
44622860,15560414
44106274,14720119
35233027,14533606
36369395,14736944
37747145,14472066
35185591,14838696
34617640,14999523
34823717,14771970
44454558,15400963
43364916,15388696
37959899,15506528
44339893,14554188
43953248,15429438
33803282,14441991
41087090,14531124
44039615,14588056
37262109,15381529
43396716,14666285
44116893,14547724
43317513,14566121
43938365,16007887
41870675,14304742
39178338,14739357
37948052,14951414
34761262,14718657
43507578,14823949
44984630,14473707
43712401,14765060
44052167,14585801
36771467,14637420
37138732,14232889
35435614,14421129
43567113,16103047
38963437,15302415
42022561,14682283
44825972,15426773
35003215,13442997
44144761,15398892
43890531,14584175
43359126,13942209
44947961,14576529
43709907,14686369
42713710,14680490
43260207,13803882
43583194,14819839
36037918,14532128
34893708,14284154
43722609,15379572
41338599,14817008
44659709,14695700
44913420,15020751
38043850,14463455
44203492,14666299
44152247,14659564
35599023,14595024
35130072,14975093
35528535,15344733
44052964,14456412
43597154,14694818
43488775,13675010
37538253,14335691
42997404,14624057
44034657,14044671
38150681,14372353
43794573,14073297
34443320,14655822
44405200,14555781
39352577,15179265
44653032,14758826
44539015,15332192
38327409,15403797
44445632,14603961
36872961,14858455
44530954,14753890
42688506,13663052
43423022,14665170
38256051,14763786
43475060,15269376
43323156,14428079
42773525,14563094
35056730,15407548
43322357,14587288
42892323,13747032
41355983,15037300
38947064,14610463
43448646,14969197
43421189,14798878
43490865,15470152
35699679,13938608
43877656,14916161
37012832,14479348
43728708,14508511
43933557,14801591
44028336,15007777
44247899,14431318
37189690,14324621
38777481,14617482
43766295,14751058
44072343,14822858
43170094,14727501
43991697,14856351
43214236,14711961
42765714,14653963
35429906,14876152
33222901,15391514
43648532,14614468
43838587,14716977
43170657,14540295
34430207,13831783
44202002,14676864
39211152,14233343
42949743,14702683
43867962,14717680
39143077,14751190
43401483,14623029
43570989,14840339
35967203,15120597
37609818,14962935
44540515,14829327
43266964,15357105
43477826,14610029
43833125,14602918
43730067,14762653
43917615,15270505
43834864,13645476
37069550,14690441
44865480,14642029
34619062,15233264
40050676,13816133
42500661,13423289
43439632,15543367
35900076,15028517
43445426,14300876
43584400,13359418
39693616,14588905
34797666,13301060
44158585,14452184
44093549,15045725
43868053,14719435
43311394,14719789
36152271,14612698
43957783,14764320
38594841,14767543
42865401,15184266
45051311,14643963
43847625,14596288
44213584,14787749
41079670,13950412
44086508,14611264
44415857,13633508
42930396,12875235
42990312,14027212
40676829,14620932
44062853,14628841
43648614,14102417
39150762,14967425
43632508,14592519
36478413,15124801
34745977,13995111
43503930,13212553
35516202,14851971
44198280,13181872
43106793,12737889
43243247,11554406
41335023,11385003
44251129,14963669
44563935,15405042
40393517,15246333
37267986,15476812
44019516,14559448
43190181,13952805
39268997,15845904
43841761,14055022
43766087,13899418
43491972,14251872
44168787,13957396
41804094,15252044
42391355,14289094
42863880,14070898
43354079,13219118
38605237,14930288
43030429,13179245
42291531,12926712
42273736,12861835
42841504,12781098
34823377,14669152
35379901,12016029
39482705,14204803
43329374,14659351
43507053,14824785
41418007,15079489
38211917,14902001
43807128,14558968
44702768,14773010
35448576,14309181
41862926,14757543
44676333,14780265
44061044,14811887
