read_ns,eval_ns
53476465,11465134
39862434,11413886
36990596,11329953
43604928,11426988
38269645,12166729
43695962,11463940
36636662,11346886
42822778,10735203
43765812,11315046
43545262,11368566
43226549,11241015
35974195,11918985
36407559,10762123
36161211,12313806
37110318,11736920
35307289,11245205
37830939,10943581
43977929,11814317
43495720,11844781
39404462,11731544
40317731,11495864
35538441,11164113
43724381,11247556
37569525,11225933
35439604,11452596
35469297,11402263
44300822,11222778
43889675,11428764
38748100,13735096
35032679,11231690
36157333,11209093
36095790,11577070
36516308,11406152
36353320,11484307
43834093,11778896
39515024,11117202
35244909,10471506
44807566,11353127
35648506,11825090
35950064,11479984
35578228,11570115
44697347,11256150
35624446,12178135
36622203,11786131
37534249,11278938
43648419,12029609
37358704,11315469
35289846,11650711
37913919,11690562
44304494,10866342
35115524,11366896
35745321,10659096
36232225,10646158
35392182,10697251
35130865,11463188
40251266,11210685
43859672,11546564
37152293,11753045
37179954,11377049
35106810,11813771
41240199,12034465
43260616,11212811
37510521,11100526
34694560,11375482
35716826,11470068
36075724,12112765
41413958,11358385
37511655,11331386
34933505,11228796
41104036,11228955
43502742,11224914
36887344,11491063
35199450,11081728
38370293,11809872
36303878,9755002
35618770,11761595
44370603,11497927
35856823,11635028
36529191,12050219
44369871,12339783
43632213,11844393
43875593,11318451
34976118,11391820
39815218,11293023
44228902,10653906
35296043,11538835
35264227,11235381
43640658,11608982
40419201,11462626
38267170,11910534
45589534,11534256
37707714,11491123
41161659,10597823
44198133,11333496
35074975,11234591
36158526,11911759
37907942,10962075
44823666,11539333
40918335,10905085
43854479,11434069
35124228,10451929
35781252,10805467
43512678,11298864
37627479,10624363
35018087,11388541
36568671,11414652
44213519,12195311
36663200,11761465
43479319,10731484
36208465,10408232
35214067,10688979
37597985,11292629
35830806,11684796
43515366,11341032
43794785,11343366
43547479,11604850
35818262,12025944
35809738,11283222
35444627,11376799
39523218,11539476
36004502,11550410
35879997,10801362
39201395,11091620
37323968,11355078
44007267,11390743
34892048,11269344
38564942,11269364
40517748,11418525
36975012,11401249
44662392,11270834
35765195,11576209
38142983,11293202
41237083,11326086
35916809,11007710
43665202,11379137
42887370,11319119
43943578,12319941
37332047,11052373
35390081,11478802
37450040,11345842
43172846,11473569
40509746,12067917
43500883,11252196
43431059,11269780
35906600,11663816
43941297,12070156
35103010,10784024
41212476,11615436
35315978,11368375
36621737,11738171
35184310,11757900
43187278,11332981
36433592,11200742
34876224,11315540
43123561,11316780
36233381,11054669
40297722,11624200
43231935,11413468
34828632,11124729
35268171,11331239
36481083,12189848
39339219,11207269
36898631,11359864
34772369,10566689
36103155,11390003
35606472,11359806
41253259,11310105
37906151,11179827
42051549,11514127
36731481,10685559
35033769,11021866
34876171,11415497
35388908,11290878
44021094,11630223
35150546,11233408
39039368,11154755
43972635,11916542
36625036,11197740
43933718,12158498
37771730,11325024
38577643,11656220
44397938,11374482
45012235,12178025
35176793,11283622
37923308,12295090
43240295,10610439
35317656,11451270
44743815,11338222
39760436,11361435
37590693,11535091
37152125,11425241
38377383,11570691
44343653,11868678
43359736,11459940
43911253,11844975
39197893,11400521
40258411,11538657
43152874,11334322
44646494,11432856
44261072,11517909
36085993,11550248
44118621,11356628
36851016,11293815
36536495,12570643
35767108,11845813
36029066,11356651
39954347,11821058
44040304,12301859
37995085,11460668
42507589,12441953
43463062,11713578
40281602,11337639
36423733,11322770
43764086,11625800
34940723,12034648
39756764,11520617
35751225,11443497
37180702,11356321
37224625,12390760
35749668,11307930
44466125,11451369
43369202,11297256
35260794,11223117
37689054,11095466
