read_ns,eval_ns
224518195,15265476
226499523,15375833
227427212,15374521
226549822,16702852
226285471,16013087
229804644,21879634
228142389,22476592
228629889,18366614
240000986,14393480
242441628,14234338
258055787,16077082
263684694,15037928
264948418,13139061
268651034,15699275
268489523,18582488
268995953,15594825
269697838,16643873
266420760,15216389
249913327,14863011
250984042,14614489
251076259,14526760
252680889,13988683
256993794,12956094
262977865,14352640
265033633,16837920
266239841,16311415
264729241,16097927
265019176,15447157
258846947,15959543
260937301,14731489
258881472,12665519
260306616,14867050
259416537,12972176
260641809,12803082
263730863,19809770
265875733,18876938
266675474,15223840
264778702,16213298
257074445,18168356
258774468,16464782
256426695,15177537
257209204,16464688
256369818,15227127
254625219,15791235
259128484,13762725
264840151,12592229
265570408,15750097
264565073,15363175
262602620,15486125
262114053,14509364
262102158,15912560
262157361,17295146
262837896,14893457
260290669,16178259
257378279,14872361
260974948,15455273
261499710,14527244
261568785,16022368
263814399,15753486
262822544,15696098
262071619,14403568
262229145,15442383
261168753,14520942
262045236,15208325
256977889,14906988
253809001,13986935
253521554,15729465
252775257,14175451
243663720,15223917
244604865,15478943
249707563,15248619
246707115,15879463
248074069,13966951
248313693,15644833
249824100,14524384
248436280,16200936
247893760,16045034
241797809,16004060
230350629,15457819
233984445,13289902
232505831,16283233
232585099,14857903
226141482,14776660
223072730,14764783
220303657,14681967
218018358,15305849
196537604,15391333
183496375,15090561
193002986,15727788
195061648,16374289
195691709,15030024
193823632,15688063
191934794,15588797
191919195,16168548
166460662,15906613
178494726,14049663
179912282,15737847
180593236,14521508
179313763,14834133
177313571,15376099
170893486,15553853
155196554,16146925
165171903,16168312
169427908,16068201
170366295,14040414
172482834,14136710
167180009,14006329
169702664,15424587
167952810,15073264
170028999,16462791
170784626,14771536
170167586,13591630
165149913,13703606
144926775,14285672
95400438,15522599
83141199,13949335
93738490,13625664
108767100,13963432
108986844,14680138
80388142,13974539
82152995,15013227
83617553,14798366
65422705,13662375
36057604,13656280
43986018,15240325
72783427,15402861
73985342,15019517
34449818,13936089
42534880,14837217
47388742,14867540
38733126,14643208
38990216,14090234
41907073,13784856
73075584,15126184
73539742,15524282
43572738,14865030
43238927,14293782
42466433,13451267
43676496,14683876
38597610,14474889
39049225,14392664
43373502,14057010
47709144,14499373
51836000,14213870
39466680,14048873
44307081,13062346
37601249,13650073
59253730,15260397
55410299,13836149
43471957,14222243
44335923,13995878
72576677,16579718
73247989,15949625
34210954,14597475
43367607,15408425
39922961,14280292
37182035,14719894
35714459,14904017
37750233,14285566
74188999,16985064
75672274,15944206
44127750,14089739
43224234,14226166
35397882,14378612
44234286,14844296
35120147,13372730
35796605,14114993
73651177,16030888
73310647,16383342
38796330,15136959
34987422,15011226
43753681,14707885
33931651,14923664
44244693,14233203
40904667,14397272
35640432,13782680
43931428,14782298
38421347,13193657
40090039,14446772
34757580,14072465
34518307,14274947
39175771,14505433
39919881,14971519
37349592,13395499
36534851,13684347
43381417,14520335
36841229,14104833
35976154,14074207
44516177,14572767
39490952,14191991
44446874,13583688
42822005,13968748
43961927,14152514
39661571,14518221
34954101,13451448
35168528,14371673
39464585,13685072
44349740,15030831
44490676,14296865
73404823,14408241
74088234,14204011
