read_ns,eval_ns
177266468,3516655
179069336,3712861
178130168,5289535
179270872,5301263
180467828,4741197
180916078,5070922
206867443,3224285
208890362,3343588
219486146,3805903
221465744,3618583
221983963,3790054
222181222,3682874
220105677,3925391
217902311,6315815
186606306,2753342
210227949,3175000
217532731,3452184
218752384,3488149
219315250,3682859
217378610,3519999
217660361,3622093
217972175,3686875
191855730,3418455
189813294,3341111
194266105,3413327
194945086,3405563
198785119,4055517
200014343,3362686
204070834,3631745
191855455,3426090
196354119,3535800
194192200,3610103
188743334,3303505
187384780,3458976
189954174,3498290
188287297,4351927
169512451,2975913
169947298,3361843
170291631,3223916
178167965,2877481
180065382,3396074
181081421,3367606
197650366,3518137
198840326,4429668
198786622,4946475
198940798,3554833
197699221,3656904
191902892,3046712
192910274,3228856
209420037,3141807
213670938,2927149
217995101,3698047
220444816,3767700
220606970,3620364
221449465,3170223
220038994,3317219
221411094,3755549
221338532,3195742
220369177,3504995
221483669,3164668
219182486,3341017
218236472,4420265
218055334,3593468
216816482,3070941
214009693,4021019
174638925,2924666
175094238,3032012
172971641,3690691
174189527,4874835
174079783,3446751
174812906,3176175
193205138,2867659
197215331,3110896
198622778,3629211
199350594,3585483
197781395,3738769
196971445,3118107
197952018,3821153
199103114,2896515
199019910,3882587
202358028,3157240
202673551,3598317
200518688,3459278
199897802,3711755
194104425,3198971
250592719,2992135
258783632,2823650
261908381,3486256
264182690,2709588
266291647,3497521
267055991,3606037
265335958,3444168
263913107,3377137
264520270,3437612
263442415,3265792
216756248,2515733
219734281,3429854
218902065,3292238
218889213,3534988
219698273,3588326
220106016,2939282
220121971,3368528
221087455,3259771
239471037,2951728
245206328,3881709
247776426,3697632
246929375,4336907
246430305,3604318
245271634,3306029
244950466,5547544
244158211,3987526
240389605,3308333
215603373,2792347
217051287,3285309
218285479,3421998
220895754,3277312
221085510,3224468
220017518,3750916
220137032,3887066
219704925,3080963
218852060,2812070
223171165,3305969
222675462,3415191
222845131,3430137
223496376,3665874
222424285,3604489
222117142,5607955
219292012,4565763
209540449,3125019
216103590,2565037
219098081,3043500
220762749,3665116
222336562,3499867
222828398,3561311
224840185,3113760
220497059,4455224
217988009,3091462
217909559,3394506
218552971,4420363
219323628,3109485
223867315,3434814
223442317,3279944
223923583,3511280
226103525,3966689
166949319,2946397
152683385,3445892
151656322,3245619
147597232,2968070
150438560,2950193
186516815,3043111
199414055,3263687
202396201,3496157
201667708,3937672
201280369,3328023
196991821,3008778
197654287,2853483
191448802,3096880
195456267,3563487
196709131,4305726
198160903,3901835
199115943,3818961
199460666,5181313
201720780,4322910
193154579,2909408
190742104,3212420
190676704,3631017
189820438,3392196
189630076,3320161
187506286,3637836
190777998,3203669
175372991,2578082
178451519,3839621
178385086,3743095
174975742,3384060
176483287,3647878
174550267,2840764
192650363,2825717
194140827,3774188
198915139,3332338
200594694,3377312
199157069,4475295
198138311,3689680
197318512,2839746
181651973,3764282
180820143,3974794
181363724,3416577
174637984,3519980
175293216,4424213
173611996,3092717
193390678,2438395
199609453,3104587
202508528,3497646
201774934,3588040
203423807,4145124
200052942,4502458
198698971,3479866
172907595,2756018
190527123,2846052
197597373,3694574
198975951,4433384
200290178,4871003
197745083,3918236
200069970,4877669
188596128,2790175
187071879,2860983
202141611,3191115
205190977,3187806
207247486,3311651
209239253,4177627
205584539,3725495
224615487,3426492
222015489,3470716
220956807,2707418
220437516,3601798
218932318,3075836
221556024,5200081
217625357,3327367
219777143,3005490
211614959,3413951
211511920,3136617
211220618,3153051
213197081,4190895
213567521,3338783
211653932,3620699
214256316,5454260
213936944,3530048
203007847,2833285
206350612,2931060
217898779,3998828
218005412,2403423
219354764,4686520
218958089,4495735
220395069,3663987
218287710,3655967
187709942,2887709
223555972,2999932
225857646,2555414
226672863,5365631
227121508,5090531
226930274,3680450
227338148,3675384
225352757,3596373
191446784,2997304
188958051,2643026
218468256,3174280
218752499,3504876
217377308,3427671
217194525,3147946
217019083,3328221
203522582,3113137
202272636,3176052
181566604,2460358
175154675,3047914
180324813,3476999
183682650,3826269
185929653,2539567
185063470,3513861
186393930,4183031
153759783,3127502
158513489,3123738
155433047,3441919
156511206,3613194
155604510,3411532
168568436,3251478
171759849,4889234
173713846,4023811
171527153,3254164
173480720,3475682
172942801,3428108
172776766,3387490
174694557,3656756
171386542,3414155
167934553,2843031
172023091,3565453
171127557,3200765
158569213,3490395
158909999,3504670
157289802,3770425
140964150,3104543
140720105,2989835
188248555,3424549
189640301,3532334
189273568,4133800
190212332,3410715
190916160,4716215
188975824,3411883
187758846,4253523
186424756,2973347
191756547,3148834
196352231,4577007
196701477,3694304
198215618,3838620
198520600,3975133
196921621,3577621
189090445,4027991
192220638,3529788
197231363,2837859
200187799,3727844
198756445,3637137
199343953,3506516
199434249,3468734
191128724,3081399
191746348,3349302
192974309,3148747
196628798,3505176
198013757,3484396
196138009,3490024
196070232,3351848
213424982,3459104
213676407,3356035
217697554,3425222
217471633,4262027
219151833,5420950
223152845,3584103
219125232,3219480
221022105,3235613
198759484,3042164
199877065,3309670
195586662,2968570
197441039,3286118
197041125,3515238
196334802,4001006
196150692,3227257
237024782,3565599
238665514,4027633
238790722,3179832
242407908,3236786
242653506,3311694
242989515,3573453
242980907,3848830
242291714,3479498
238623342,3458152
206499776,3245122
211648024,3537532
211810298,3316626
214235025,3388443
215780102,4483555
215959199,3795798
215745381,3598458
215201419,3625426
220276028,3854144
219130185,3531609
220631802,3833570
221449860,4374705
221263232,4426312
221698409,3874511
219336626,3512249
217759629,4381940
218377027,3531990
218047637,3530210
218794630,4269249
219447546,3290603
218767690,3533598
217860257,2980894
219119601,3626770
