read_ns,eval_ns
46246993,2018889
44197455,2087366
44730357,2295413
43812259,2347045
45913068,2370045
44613461,2318668
42671340,2301899
39393749,2226429
46930102,2228728
43745349,2308284
43414014,2306545
43725636,2303040
44634431,2249430
45705217,2208237
43425735,2244241
44201115,2334807
43949564,2336830
43399594,2076405
45000930,2256461
45373416,2268570
44090256,2369151
43280587,2351608
40857315,2256332
45007023,2280325
43686018,2438740
44116509,2213921
44656108,2248427
43937327,2426744
42842455,2269711
40811790,2310908
42963862,2236014
43259847,2196809
43598759,2270105
43283204,2278299
42998500,2214617
43304597,2214923
42750569,2174805
43057719,2213895
40828416,2128737
42561459,2196791
43411233,2207262
44894166,2287238
43630854,2273042
42700089,2366361
43629471,2191633
44995447,2234605
43971292,2343191
43424217,2242502
43122111,2210152
39547900,2228631
42688525,2259253
44015111,2250360
43376136,2287539
43800893,2222478
39596878,2199348
43727220,2340271
44259622,2343187
44926622,2233559
44302025,2360751
44292769,2318192
43487083,2325786
43863398,2194657
44487239,2303786
44015500,2369408
44113272,2247110
43691566,2187039
43836643,2186813
43770665,2194070
41747923,2279600
42602294,2271615
42720703,2207969
42548653,2200220
43387613,2213429
44246410,2184083
44294253,2340057
43512475,2251025
44105630,2289348
40996274,2249163
43491467,2219964
43681018,2253677
42701608,2235264
43985431,2303876
43094649,2257953
41556483,2226975
41689950,2220522
40126621,2196446
42679146,2296588
43998941,2210719
44529562,2332659
44659126,2257079
44857327,2214915
43655882,2197244
44609120,2168414
43032891,2337538
45751611,2198199
43700741,2213443
43479456,2177688
43404624,2192782
44367157,2230215
43633523,2192747
44721969,2177568
43611822,2297113
43655621,2184043
43666417,2173727
45234100,2215225
43317446,2369337
43372682,2234445
43167637,2201678
42426392,2251423
43242073,2320276
44471945,2335927
43020386,2174271
45508942,2207935
43528654,2191091
44145292,2180076
44346797,2315665
44852506,2348638
40919414,2258945
45145812,2268685
43866255,2213878
44031498,2158690
44704312,2266969
43796084,2263629
42836694,2184656
42699442,2216207
43437391,2218848
43637910,2224281
41620946,2266204
44344103,2190705
43358350,2195800
43810826,2327403
44861682,2224564
44349320,2204593
43106054,2067010
44081111,2197075
43222022,2230931
44749827,2307976
44097980,2191782
45583185,2233496
43577254,2309902
43451275,2244991
43230146,2207349
43167496,2192787
43464830,2260663
44669711,2198941
42455651,2312190
44315451,2185693
44641393,2186839
44131038,2222058
43012532,2174099
43877496,2265027
41432003,2247500
43769636,2193612
43487241,2292015
43750915,2293932
42783165,2224831
42027911,2226441
43206533,2275202
43526290,2173085
43639072,2195072
42997319,2298518
44280236,2247588
43917753,2354465
43415881,2318669
44151388,2210856
44257038,2292477
44559472,2351168
44355128,2171865
44437880,2416743
44085936,2191575
43960054,2362685
44603905,2315468
36400153,2298957
44332358,2205607
44186399,2195230
43453707,2191097
45278109,2337582
44037281,2177441
43369723,2205770
44369425,2196623
44220760,2376034
44707536,2179281
44567505,2393961
43780694,2201763
43836775,2340358
43842064,2236209
43970492,2368576
44028296,2308905
43795433,2301444
45001985,2189265
44796613,2202815
44319512,2196287
44490530,2360864
44239104,2274555
43339072,2206575
44356281,2318305
43065095,2203209
43631052,2341644
42715935,2232504
44099461,2336559
44107227,2231525
44482438,2225758
44293135,2197135
44749927,2194466
43876869,2231927
43717123,2355642
43942669,2232850
44928822,2181199
45151233,2221376
44935326,2300023
43472563,2157685
48044269,2280293
40321762,2361321
43604257,2216262
43827093,2235537
41135586,2212065
41326257,2178281
45529253,2355143
43709270,2399066
43047952,2183936
44598063,2185844
43656428,2206279
43733362,2307533
43961750,2182342
43172047,2316209
43553520,2329355
43123127,2205607
43694218,2340382
44436186,2361793
39753414,2190258
44991383,2171702
43391245,2175857
43514642,2188824
44006706,2217925
43923918,2230945
42949604,2199878
43692330,2219225
43223101,2216805
43011651,2233001
41849764,2241600
43249874,2187497
44463698,2237618
44679551,2258523
45884966,2242416
43670895,2431462
44390454,2258426
44339186,2180506
43608989,2268814
43408414,2175992
44305351,2290993
44264790,2223247
44285488,2274020
43727013,2378420
46397296,2290043
43662252,2304070
43151230,2177373
44494975,2200162
43874468,2246131
43643583,2304180
43536972,2178352
45764116,2252769
43852197,2288945
44046364,2188967
40860763,2234686
43544464,2197189
44531690,2173417
45167312,2198741
41750223,2194056
42474881,2295352
