read_ns,eval_ns
45498773,4038437
42024104,694398
39447768,730957
40439623,703734
39899666,666074
37688787,693716
43445014,626399
43602940,649125
41329905,662741
38332533,755360
39057829,677497
39012270,731410
42957003,707062
41716470,653542
43140039,657804
36027457,626835
43308364,692972
44874601,724002
38088244,696792
42860172,673270
36699296,667842
43808377,770722
43566001,721700
42852387,728919
42038395,682807
44344894,722044
44115735,710958
44625531,707416
43974060,747944
39523205,734031
43384991,696886
41751802,657644
42375338,677073
42997889,633932
43953951,664915
35201178,644097
43271658,635532
39062663,730170
42588452,709490
45016653,677499
43866396,664164
43133643,682011
45608725,722812
41430441,761947
43160729,690605
43213015,663262
43072638,651714
43971721,659183
46020728,694178
42617614,676998
35035171,647058
42823535,677233
42962315,635442
41148551,654805
36197731,653708
39911213,674217
43178047,674756
42920788,636190
41532270,658254
44516504,676918
35814377,647802
44074827,809042
41141092,647439
43781676,674218
43791068,714910
43112165,657250
36369008,683162
44142725,630196
44167247,638768
43331671,657715
37991725,638899
44309573,655435
44090802,676197
38246499,630908
44036901,651250
34961234,676194
41966712,665786
44366819,660071
41398435,748030
40903990,709855
40250833,682801
43690551,654330
43560501,740837
43869551,650500
34629565,679356
43923583,680814
43648446,656786
43765766,635112
43746881,659160
43657710,693839
43362555,647819
43823531,715474
44715658,692319
43568581,637845
40581187,658032
44148791,642426
45119038,665158
44469651,647431
41983960,651497
39619231,677038
43068659,631233
39404787,635746
43511664,646376
37372816,672717
44126802,676384
40171774,674040
44043358,708468
40305113,667937
44805386,647472
41664083,673433
43194704,667626
44131121,672290
43326126,633596
41339254,692650
43670560,699536
37378529,658680
42485613,643166
43375163,671178
41758818,676995
43185666,683180
42010614,658067
40522661,635100
43173868,649990
43428732,669448
39526857,649773
39122403,739002
43978634,688647
44844242,686913
43858155,654529
43741065,641453
44339506,829955
44362339,682918
44357483,632082
43078696,670237
43372607,679697
44732624,691261
43164207,702482
40058879,667638
44209981,684060
42223711,650953
39845296,651758
43771797,638259
44299958,661496
40064461,662700
44594859,671820
40865182,646207
43024544,661633
43451262,648318
42489507,693439
43562443,672061
41041838,648478
36188454,644790
35254340,626889
38961779,668498
41230788,701756
43006493,634791
43110514,684508
44748997,630895
39860243,687558
42679205,670076
43430039,685159
41773464,643564
43454036,686495
44435945,685803
42970183,678533
40670634,675212
43752014,712611
39583621,677456
39322900,641066
43122353,647848
40110792,661622
44284640,690027
43602742,651623
43996193,658955
43058694,672144
43846727,631505
43515394,657230
43936689,639505
43351408,666858
44121610,658921
43466545,665678
43406042,617867
45299930,630254
40049647,629707
43807733,639198
44174253,630251
39381221,636832
43350931,685792
44188760,646843
41916411,628647
40048939,631652
40923474,624969
39075555,642003
41108819,655495
43988773,654326
40417090,670041
41333847,666186
43386305,677476
44016833,636332
43458734,687103
43070808,634553
43852603,649618
36675764,673779
43727392,669306
44180900,631217
39893059,650635
43053239,689729
45257399,676360
43570103,651002
43431645,648959
44730925,646238
40260118,644394
41318469,663084
43393221,636813
39758001,648630
45859086,669455
44493954,641164
43035350,650004
43989527,642765
44024370,651626
43178484,643059
44013238,680708
44067574,643750
42825245,638666
43909731,674298
41199739,657684
43340013,655137
43689626,664846
43486989,660960
43196037,674217
43435155,661392
41733483,648218
35023572,655108
43173566,626379
41606205,651457
44548215,656173
38365932,649630
42884872,649412
43519429,634246
44333872,640769
44360254,643784
43213683,644761
43697525,653567
43177933,652462
42055885,670042
45072844,653632
41183607,675515
44040937,642237
43068776,624417
43671977,656839
42223903,652874
35115330,637303
44118230,687995
43176036,644671
44341258,664047
43839064,709451
40600267,672384
44895909,637065
45102938,634588
43848734,637110
43368642,648453
44364217,642764
43124249,657943
43326563,684451
43785048,664946
44360048,624922
42840918,631718
42986003,630627
43345218,667117
43713123,640326
39891920,662718
42764690,642994
43807642,652043
45081756,642696
40629451,645230
42393360,628450
43915336,677600
44503728,627382
36398743,644045
40086236,659293
41805010,646931
42657099,642188
41287117,640896
43094061,655544
43463936,624392
43146208,634484
44123145,624896
43418919,621061
43401973,620952
44076501,657457
43808855,643475
43208747,680591
42861730,642658
44411985,646419
42410805,646104
41584536,637348
42608539,651727
40517814,646537
43901017,706815
39862578,631523
40674929,625133
43909975,630005
39657363,636085
40483521,636999
39626361,636722
44739999,661808
40242139,628020
45037528,654719
43285013,664345
43629724,653762
42928541,666313
43223875,625337
43296333,657125
44147653,657428
44277196,632062
43187063,629225
43635381,650615
42375691,655775
44678011,662016
43876288,675074
40555052,620929
41653144,637329
40373451,635232
37754798,644901
43139853,661507
39246301,625181
44287195,613298
44502666,629908
38471988,619746
43270735,624251
43305340,670272
44922986,654616
44954970,689459
43271366,658264
43118196,641659
43447405,636410
43180684,638081
43216445,649503
41716180,665842
44186626,667687
41189105,689095
43236118,660078
39954298,630784
40278260,663836
44754106,644093
44092020,657697
39479781,635463
46642096,625193
39612986,639560
43927727,655541
43837769,692072
42879837,665371
45237162,644918
43764403,660547
43648032,639882
39341429,684016
43398143,655554
42967018,671370
43080842,651170
39331872,669240
40089347,644697
43874914,621671
43545305,671269
40444087,645093
43712217,673485
42258516,636692
40344949,619082
44001362,635808
38204185,620995
42447739,699448
43954901,666821
43195050,645560
43464186,660544
44578989,649947
40220861,649340
43351953,662503
43008677,649856
44265116,649245
44091604,644937
43593558,636821
44063038,645162
43099418,663314
43743986,651330
41331921,696482
39973340,640098
43800525,645823
42817825,627433
40516737,632471
39221845,625558
42902334,667038
44402195,657579
39875627,654728
43054225,649268
43239068,675776
43598422,709347
43183881,653132
44716420,691473
43954471,641335
43093091,647598
39691969,641460
44371334,642114
